Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-12-28,99.52,99.62,99.12,99.4,9763936.0,0.0,1.0,94.85644740286232,94.95176135724623,94.4751915853267,94.74207065760164,9763936.0
2017-12-27,99.56,99.6,98.8299,99.26,5140793.0,0.0,1.0,94.89457298461588,94.93269856636944,94.19868580365899,94.60863112146417,5140793.0
2017-12-26,98.35,99.44,98.35,99.16,4295891.0,0.0,1.0,93.74127413657062,94.78019623935519,93.74127413657062,94.51331716708026,4295891.0
2017-12-22,98.14,98.42,97.68,98.21,5478016.0,0.0,1.0,93.54111483236443,93.80799390463936,93.10267064219848,93.60783460043315,5478016.0
2017-12-21,99.32,99.33,97.98,98.06,7368128.0,0.0,1.0,94.6658194940945,94.6753508895329,93.38861250535018,93.4648636688573,7368128.0
2017-12-20,99.48,99.65,98.45,98.75,10729605.0,0.0,1.0,94.81832182110877,94.9803555435614,93.83658809095454,94.12252995410626,10729605.0
2017-12-19,99.78,99.91,98.29,98.8,12011446.0,0.0,1.0,95.10426368426047,95.22817182495955,93.68408576394029,94.1701869312982,12011446.0
2017-12-18,97.44,98.17,97.36,97.9,7964156.0,0.0,1.0,92.87391715167709,93.5697090186796,92.79766598816997,93.31236134184306,7964156.0
2017-12-15,98.04,98.49,96.91,97.11,16141258.0,0.0,1.0,93.44580087798053,93.8747136727081,92.36875319344239,92.55938110221021,16141258.0
2017-12-14,98.415,98.57,97.1,97.13,9384839.0,0.0,1.0,93.80322820692018,93.95096483621522,92.54984970677181,92.57844389308698,9384839.0
2017-12-13,96.66,97.91,96.55,97.76,7877938.0,0.0,1.0,92.13046830748263,93.32189273728144,92.02562295766033,93.1789218057056,7877938.0
2017-12-12,96.85,97.24,96.6,96.7,7810617.0,0.0,1.0,92.31156482081205,92.68328924290928,92.07327993485228,92.1685938892362,7810617.0
2017-12-11,96.44,97.27,96.29,96.93,8928919.0,0.0,1.0,91.92077760783805,92.71188342922446,91.77780667626219,92.38781598431919,8928919.0
2017-12-08,96.67,96.7,96.138,96.55,5820690.0,0.0,1.0,92.13999970292103,92.1685938892362,91.63292946559865,92.02562295766033,5820690.0
2017-12-07,97.06,97.58,96.65,96.78,7501473.0,0.51,1.0,92.51172412501826,93.00735668781456,92.12093691204424,92.24484505274332,7501473.0
2017-12-06,97.99,98.14,97.2401,97.28,7139465.0,0.0,1.0,92.90854524327595,93.05076671267581,92.19753271058963,92.23536362144999,7139465.0
2017-12-05,97.0,97.94,96.92,97.83,9009407.0,0.0,1.0,91.96988354523694,92.86113808680933,91.89403209489035,92.75684234258279,9009407.0
2017-12-04,97.73,97.96,96.675,97.01,8955511.0,0.0,1.0,92.66202802964955,92.88010094939598,91.66173702820393,91.97936497653026,8955511.0
2017-12-01,97.61,97.71,96.23,97.35,8296075.0,0.0,1.0,92.54825085412966,92.6430651670629,91.23981333565104,92.30173364050326,8296075.0
2017-11-30,98.09,98.44,96.51,97.23,12853312.0,0.0,1.0,93.00335955620919,93.33520965147551,91.5052934118641,92.18795646498339,12853312.0
2017-11-29,97.22,98.26,96.88,97.56,11423531.0,0.0,1.0,92.17847503369005,93.1645438881957,91.85610636971705,92.50084369766306,11423531.0
2017-11-28,96.59,96.885,95.82,96.77,8709645.0,0.0,1.0,91.58114486221068,91.86084708536373,90.85107465262477,91.75181062549049,8709645.0
2017-11-27,96.85,97.65,96.3,96.62,8904600.0,0.0,1.0,91.82766207583708,92.58617657930297,91.3061833547043,91.60958915609065,8904600.0
2017-11-24,96.87,97.23,96.53,96.62,4496117.0,0.0,1.0,91.84662493842374,92.18795646498339,91.52425627445074,91.60958915609065,4496117.0
2017-11-22,96.65,96.8099,96.11,96.41,8915969.0,0.0,1.0,91.63803344997062,91.78964153635086,91.12603616013115,91.41047909893085,8915969.0
